"store.number","annual.profit","lci","nearcomp","nearmil","freestand","gini","housemed","state","sqft","intersect","pop","agemed","non.us.citizen","agg.inc","med.inc","noHS","HS","some.col","col.grad","post.grad","com0","com15","com30","com60","drive","public","walk","home","other"
285,815331.0987,6.497761382,6,34.5,0,0.5299,1202.9788,"CA",747,1,5614,34.5,0.642850299,70243104.26,31783.2,0.241960999,0.432997881,0.171610169,0.12244578,0.030985169,0.208392603,0.404338549,0.289829303,0.097439545,0.702725724,0.097955707,0.108006814,0.041908007,0.049403748
286,435740.057,7.986165432,0,10.8,0,0.319,1460.359415,"AZ",820,1,1790,39,0.251994429,27935933.33,52935.2,0.126673828,0.26349718,0.305398872,0.220626736,0.083803384,0.079545455,0.227272727,0.282670455,0.410511364,0.684176394,0.160181582,0.059662776,0.08690013,0.009079118
287,363234.2325,8.113558578,0,20.8,0,0.2734,946.6913654,"NV",505,1,2066,33.5,0,67355837.95,48250.4,0.049038944,0.389956603,0.249845009,0.229324354,0.08183509,0.209585703,0.257514216,0.404549147,0.128350934,0.959265176,0,0.023961661,0.016773163,0
288,656932.9072,8.481636261,0,14.6,0,0.5002,1125.501139,"KS",560,1,4364,42.5,0.069819178,199438594.8,70500,0.025770563,0.323494335,0.287119857,0.25449181,0.109123435,0.28887977,0.305293394,0.369306524,0.036520312,0.952409163,0.002172196,0,0.037519747,0.007898894
289,987616.7291,6.292025445,4,14.9,1,0.3761,734.906633,"AZ",612,1,5605,33.5,0.529851812,74717947.06,16000,0.331983842,0.373041599,0.184764992,0.084547763,0.025661804,0.097361237,0.176069154,0.339854413,0.386715196,0.526979213,0.377487837,0.067669173,0.027863777,0
290,2524753.337,6.915995122,4,7,1,0.4341,2096.548263,"AZ",1260,0,8813,38.5,0.285170472,498230616.8,71117.6,0.030538486,0.09639203,0.113758751,0.487415203,0.27189553,0.127862595,0.377671756,0.432633588,0.061832061,0.416040538,0.350690197,0.119692469,0.084396296,0.0291805
291,399171.9679,8.383742172,1,4.5,0,0.1829,713.1318262,"NM",552,1,1339,30,0.059271308,23200596.6,21728.8,0.219072774,0.4,0.282352941,0.090338991,0.008235294,0.032159265,0.416539051,0.353751914,0.19754977,0.679604262,0.232115677,0.068493151,0.00608828,0.01369863
292,1331414.471,4.882208227,1,40.8,0,0.3639,2301.596543,"TX",612,1,6568,37,0.113197676,233426720,85384.8,0.062093503,0.119084306,0.220118864,0.474655342,0.124047986,0.247236766,0.268760908,0.352821408,0.131180919,0.894736842,0.04087346,0.018477044,0.037513998,0.008398656
293,618559.8358,8.369665115,1,14.7,0,0.1759,1131.43047,"AZ",703,1,2838,34.5,0.335017264,92388080,35492.8,0.173147687,0.327939077,0.165635412,0.236657167,0.096620657,0.064364207,0.145211931,0.462323391,0.328100471,0.529151292,0.314391144,0.084870849,0.059778598,0.011808118
294,509458.1552,8.453192338,6,1.7,0,0.4152,922.7386039,"AZ",435,1,2276,56,0.323902663,41868170.79,42579.2,0.301099801,0.332678133,0.165110565,0.138703638,0.062407862,0.129300119,0.139976275,0.289442467,0.441281139,0.547093023,0.333139535,0.095348837,0.019767442,0.004651163
295,562855.5159,5.60627534,3,2.4,0,0.4708,747.561054,"CA",544,1,3153,39,0.326704924,91063684.8,56238.4,0.050408214,0.319730586,0.229793978,0.269718569,0.130348653,0.284913068,0.254066181,0.30790802,0.153112731,0.863335174,0.068746549,0.052457206,0.015461071,0
296,1062210.335,6.021279363,1,39.5,1,0.2838,2159.372227,"UT",556,0,2527,39,0.221202905,212365512.5,90818.4,0.146981766,0.031942298,0.072127769,0.411081088,0.337867079,0.111547526,0.417124902,0.425765907,0.045561665,0.69165488,0.08698727,0.086280057,0.099717115,0.035360679
297,626107.4854,6.91846133,0,8.8,0,0.4115,1370.557518,"NM",664,1,3302,38,0.454909252,126715221.2,67375.2,0.25416745,0.204908453,0.187767822,0.176685686,0.176470588,0.167782027,0.273422562,0.44789675,0.110898662,0.767840593,0.103799815,0.083873957,0.030583874,0.013901761
298,601998.9743,7.267120091,0,6.2,0,0.5339,1987.767316,"NM",591,1,2972,39,0.133400273,124279133.3,93187.2,0.05626551,0.252112676,0.214084507,0.300072518,0.177464789,0.116,0.27,0.472666667,0.141333333,0.927872063,0.03883812,0.007832898,0.020887728,0.004569191
299,487845.9008,5.31553532,0,22,0,0.6168,1227.193906,"NV",591,1,4579,32,0.067574709,147222930.6,59305.6,0.033852839,0.341479746,0.337127553,0.183087235,0.104452628,0.168276563,0.222165735,0.47280122,0.136756482,0.933381433,0.002645503,0.007215007,0.053872054,0.002886003
300,534241.2245,8.630826617,3,7.2,0,0.5603,689.0659852,"NM",503,0,3647,49.5,0.053651791,63042389.33,36696.8,0.205577684,0.478323182,0.227875314,0.071383979,0.016839842,0.236675127,0.425761421,0.282994924,0.054568528,0.929648241,0.002512563,0.034547739,0.010050251,0.023241206
301,604902.2667,10.72224895,5,2.9,0,0.3222,972.4087747,"AZ",414,0,5049,38,0.410851174,112861263.8,37718.4,0.159526869,0.380681818,0.260511364,0.138200403,0.061079545,0.316564858,0.354293927,0.193316565,0.13582465,0.900606709,0.029443255,0.054960742,0.006780871,0.008208423
302,351952.5579,7.636080821,0,24.5,0,0.442,1354.539582,"NM",557,1,1699,37.5,0.122099879,74370893.33,54270.4,0.020971103,0.179115854,0.291920732,0.347169141,0.160823171,0.199606686,0.395280236,0.265486726,0.139626352,0.956022945,0.010516252,0.005736138,0.027724665,0
303,744162.1304,6.336917283,0,10.4,0,0.5074,1842.171919,"WY",771,0,5040,44.5,0.107428895,136149578.8,65272.8,0.004580511,0.196391213,0.274058577,0.334912167,0.190057531,0.405263158,0.292712551,0.272064777,0.029959514,0.907572383,0,0.003711952,0.083147736,0.005567929
304,2186810.816,5.996958171,6,22.9,1,0.754,1194.653767,"AZ",1095,1,5786,39.5,0.273173061,384150724.6,44820.8,0.098516875,0.180029934,0.144964721,0.292118148,0.284370323,0.157179819,0.394566624,0.392626132,0.055627426,0.359355247,0.225031606,0.305941846,0.022756005,0.086915297
305,646080.2881,8.292952066,4,12.7,0,0.6572,1355.693425,"AZ",724,1,3257,39,0.524254376,52214245.06,28207.2,0.191880133,0.423993071,0.189692508,0.138132859,0.056301429,0.087412587,0.160839161,0.524475524,0.227272727,0.563296178,0.29816879,0.049363057,0.089171975,0
306,1081792.418,7.939778306,1,4.8,0,0.5019,1534.911361,"KS",566,1,6351,41,0.068318971,246400654.3,82631.2,0.013315166,0.312540193,0.293890675,0.210050321,0.170203644,0.290038202,0.439318249,0.254775198,0.015868351,0.947609505,0.004008016,0.014314343,0.025765817,0.008302319
307,1323775.519,6.942124786,1,4.2,1,0.3662,721.2797833,"AZ",894,1,7739,34.5,0.576722105,123134525.5,27527.2,0.294155344,0.214085559,0.22734915,0.196410694,0.067999253,0.069415081,0.183932347,0.536645525,0.210007047,0.489583333,0.365266393,0.101775956,0.030737705,0.012636612
308,587733.3276,8.364239046,4,22.4,0,0.5054,362.7771287,"TX",714,0,3017,26,0.309837311,38879356.62,14416.8,0.343425571,0.297546012,0.2,0.142464,0.016564417,0.240394089,0.43546798,0.273891626,0.050246305,0.657142857,0.250246305,0.092610837,0,0
309,680184.525,7.322258162,2,0.3,0,0.4892,1317.367234,"NV",426,1,3799,42,0.068330592,127956786.4,74066.4,0.004107272,0.30251785,0.288989102,0.282627039,0.121758737,0.342736248,0.288199342,0.318758815,0.050305595,0.940502919,0.008756174,0.000898069,0.044903458,0.00493938
310,1066460.129,7.852412758,1,6.9,0,0.7619,1084.604248,"NM",793,0,4643,46.5,0.255643507,250491904.4,107424.8,0.048225125,0.077075099,0.092320723,0.277398816,0.504980237,0.166908563,0.316884373,0.39864538,0.117561684,0.729939603,0.076790336,0.034081104,0.108283003,0.050905953
311,677362.3858,4.909575943,6,14,0,0.576,1054.183799,"NM",591,1,3946,37.5,0.125819234,91694746.09,44400,0.103106208,0.379474069,0.357925493,0.107631557,0.051862673,0.090955285,0.243902439,0.515243902,0.149898374,0.807940447,0.16426799,0,0.023325062,0.004466501
312,720006.9596,6.526613959,2,3.9,0,0.5099,1509.741073,"NV",643,0,2182,54,0.026786531,107179840,106000,0.002395036,0.159292035,0.191740413,0.376307029,0.270265487,0.287344398,0.241701245,0.35373444,0.117219917,0.884909265,0.007163324,0.028653295,0.079274117,0
313,718493.3977,7.357252208,2,14.1,0,0.2746,672.8771556,"AZ",701,1,4190,45.5,0.212674525,106752378.9,35140,0.200126158,0.355700713,0.229216152,0.152605433,0.062351544,0.04592145,0.249546828,0.309365559,0.395166163,0.639088729,0.31235012,0.040767386,0.007793765,0
314,618572.3893,4.5109828,5,2,0,0.536,699.6669264,"AZ",772,1,3252,44.5,0.19251858,75545398.94,49261.6,0.175790465,0.326968974,0.186157518,0.225164189,0.085918854,0.073275862,0.286637931,0.474137931,0.165948276,0.759087669,0.156806842,0.063435495,0.007840342,0.012829651
315,984536.3785,6.781699588,4,0.5,0,0.3836,2450.70065,"KS",732,1,3177,47,0.14174,208118168.5,105205.6,0.048497773,0.111546841,0.19869281,0.33520593,0.306056645,0.178913738,0.550798722,0.207028754,0.063258786,0.933373713,0.005451242,0.004845548,0.052089643,0.004239855
316,537295.8789,4.72184333,0,8.2,0,0.4432,1659.535197,"NV",450,1,3050,39.5,0.099871824,83039931.03,72212.8,0.009023787,0.306186026,0.213618158,0.376143103,0.095028927,0.254585881,0.381322957,0.318510283,0.045580878,0.941176471,0.003743316,0.013903743,0.037967914,0.003208556
317,477639.7223,7.826104097,5,5.8,0,0.5304,1439.648511,"TX",593,0,2110,45,0.171597596,73068619.35,46548.8,0.087625531,0.217827004,0.2842827,0.1992943,0.210970464,0.192022263,0.330241187,0.40445269,0.073283859,0.873547811,0.042448615,0.020554066,0.036639857,0.026809651
318,958820.8497,7.518433501,1,3.1,0,0.3765,1044.119353,"NM",489,1,6220,33,0.246723514,165831318,62812,0.016296756,0.073402809,0.249207068,0.402661105,0.258432261,0.192778458,0.231028152,0.428396573,0.147796818,0.90179606,0.02636153,0.003765933,0.053302433,0.014774044
319,419700.3805,7.858958269,7,10.8,0,0.3543,798.8667606,"UT",576,1,2123,36,0.074017456,28065639.6,23083.2,0.204411875,0.437923251,0.273890143,0.042390232,0.0413845,0.094420601,0.321888412,0.396280401,0.187410587,0.725282486,0.209745763,0.052259887,0.012711864,0
320,1239723.577,6.60806859,0,27.4,0,0.5993,1508.803483,"TX",990,1,2524,31.5,0.156141169,322420349.1,82388.8,0.011568172,0.038461538,0.057234432,0.587973952,0.304761905,0.128192288,0.551827742,0.272408613,0.047571357,0.408128908,0.086339586,0.447330447,0.039442039,0.018759019
321,1071411.188,6.270733982,5,17.8,0,0.5003,1606.355084,"CA",652,0,5659,45.5,0.190460985,194602720.9,63380.8,0.037215405,0.337676439,0.240173724,0.246389372,0.13854506,0.228131021,0.292485549,0.371098266,0.108285164,0.88645873,0.056485356,0.035374667,0.012932674,0.008748574
322,442878.5318,6.298976375,0,27.9,0,0.4699,984.8237143,"AZ",911,1,1825,31,0.373436645,43247739.13,49500,0.098309376,0.294754371,0.235636969,0.248901282,0.122398002,0.058385093,0.201242236,0.291925466,0.448447205,0.645377129,0.26216545,0.053527981,0.020681265,0.018248175
323,865908.381,8.615465935,3,0.6,0,0.4462,1310.227701,"NV",289,1,5830,45,0.046098863,193449116.7,68000,0.048411623,0.244035446,0.2844808,0.261972381,0.16109975,0.164335664,0.41322314,0.367132867,0.055308328,0.955769819,0.003213958,0.003979186,0.037037037,0
324,607905.3571,7.268897154,2,8.3,0,0.302,876.0400771,"AZ",602,0,3707,32,0.830111006,48032222.3,29745.6,0.341620626,0.334878331,0.132097335,0.115698803,0.075704905,0.052596089,0.145650708,0.385030344,0.416722859,0.498130841,0.324299065,0.082242991,0.076012461,0.019314642
325,778586.0576,7.635460038,1,37.9,0,0.41,497.7682649,"OK",668,1,5018,36,0.013223542,67180984,17266.4,0.092692957,0.35472877,0.337688157,0.110090343,0.104799773,0.608591885,0.158114558,0.173031026,0.06026253,0.872460497,0,0.042889391,0.054176072,0.030474041
326,654575.2661,8.464889036,1,1.5,0,0.3352,1627.22818,"CA",514,1,3918,44.5,0.028790869,149201793.3,71697.6,0.024925744,0.320567376,0.305673759,0.231102624,0.117730496,0.209191,0.293441838,0.392053614,0.105313547,0.951801591,0.021525503,0.004211511,0.022461394,0
327,838355.9537,6.696069315,2,6.3,0,0.6375,835.9015676,"NV",648,1,4567,45,0.029358546,162132359.4,44381.6,0.100798754,0.460219286,0.227719989,0.155597085,0.055664886,0.19148073,0.346044625,0.336308316,0.126166329,0.960721443,0.003607214,0.008817635,0.012024048,0.014829659
328,979261.2564,8.903752431,1,16.8,0,0.4198,987.7083888,"AZ",516,0,5610,42.5,0.31363893,173105152,46636,0.082198407,0.360548808,0.21300045,0.207950041,0.136302294,0.100118718,0.30589632,0.356944994,0.237039968,0.692142299,0.181587177,0.093041439,0.012118843,0.021110242
329,761968.1239,8.619256565,3,7,1,0.3965,743.8243116,"NV",508,0,2121,22.5,0.09872202,21467256.77,15768,0.146602282,0.351543943,0.16152019,0.162186316,0.178147268,0.292087542,0.489057239,0.218013468,0.000841751,0.399022801,0.099348534,0.456840391,0.03257329,0.012214984
330,803004.6633,7.798241039,3,11.7,1,0.3595,1153.411374,"AZ",388,1,3754,36,0.284341536,50616433.33,20979.2,0.43499928,0.218466612,0.256389118,0.050985881,0.03915911,0.027624309,0.08839779,0.656537753,0.227440147,0.518282313,0.370323129,0.034013605,0.076530612,0.00085034
331,456878.5086,8.315556122,1,3.3,0,0.5462,1354.24292,"KS",454,1,2538,34.5,0.381366357,44937282.64,52434.4,0.120081386,0.307984791,0.209125475,0.229185317,0.133623031,0.371369295,0.482710927,0.099585062,0.046334716,0.953544391,0.016861666,0.024776325,0.004817619,0
332,598017.5711,6.560189785,3,7,0,0.5617,497.0264876,"AZ",611,1,3465,39.5,0.292544745,87311320.48,39691.2,0.12574008,0.461666667,0.184166667,0.16300992,0.065416667,0.064701065,0.123669124,0.443898444,0.367731368,0.5999181,0.353398853,0.018018018,0,0.028665029
333,563529.3684,8.04429991,6,7.3,0,0.3111,1169.440669,"KS",730,1,3417,45.5,0.079042073,92532360,81732,0.007728977,0.265534543,0.310304902,0.270927912,0.145503667,0.363113898,0.283176594,0.334378265,0.019331243,0.957803762,0,0.006609049,0.026944586,0.008642603
334,395298.6215,9.873173562,4,8.4,0,0.6652,1033.328307,"NM",422,0,2095,32,0.245817919,38977056,43143.2,0.021750228,0.239014647,0.286950732,0.266532062,0.18575233,0.181102362,0.333070866,0.404724409,0.081102362,0.959365325,0.015866873,0.007739938,0.017027864,0
335,885370.5892,7.795043127,3,26.4,0,0.7158,1442.085035,"KS",522,1,4559,41,0.133231871,123612952.1,72781.6,0.002531183,0.26387678,0.304562627,0.31801517,0.11101424,0.268865979,0.348453608,0.199587629,0.183092784,0.897070162,0.027756361,0,0.065150347,0.01002313
336,688554.2771,8.168022566,2,23.9,1,0.656,960.5378489,"AZ",384,0,3386,31.5,0.551531294,51463539.46,20764,0.329754897,0.260638298,0.220301418,0.131238011,0.058067376,0.117790414,0.16490658,0.347684809,0.369618197,0.454102356,0.346060114,0.169780666,0,0.030056864
337,453877.8918,10.208566,2,13.8,0,0.5226,788.6450628,"OK",750,0,3966,43.5,0.094748153,64686155.79,37805.6,0.071398963,0.391797266,0.291763921,0.150675061,0.094364788,0.466065748,0.345705196,0.146341463,0.041887593,0.914300736,0.002628812,0.038906414,0.008412198,0.03575184
338,779973.6947,7.342471731,6,31.7,0,0.2836,1271.027658,"AZ",438,1,3562,38,0.454414482,58658337.52,40375.2,0.134564771,0.335980937,0.262907069,0.172822044,0.093725179,0.01303781,0.24380704,0.410039113,0.333116037,0.56474359,0.304487179,0.081410256,0.016666667,0.032692308
339,997845.132,6.149109765,6,24.1,1,0.3822,1161.58763,"AZ",520,1,6941,35.5,0.552823436,140750973.7,54333.6,0.180719917,0.309120588,0.163027953,0.216137867,0.130993675,0.27052127,0.331935291,0.292091072,0.105452367,0.654768623,0.140378104,0.103555305,0.058126411,0.043171558
340,316238.4092,7.444270808,1,9.1,0,0.4779,1376.009899,"AZ",360,0,1607,32,0.409220855,19599810.43,25908.8,0.212124541,0.36130306,0.251727542,0.157075854,0.017769003,0.018900344,0.178694158,0.319587629,0.482817869,0.576612903,0.27983871,0.066129032,0.061290323,0.016129032
341,332982.5342,8.725267595,4,2.1,0,0.3141,899.792585,"NV",294,1,2041,34.5,0.105498366,43589559.49,29757.6,0.155882795,0.371391076,0.217191601,0.140048963,0.115485564,0.14796425,0.591857001,0.250248262,0.009930487,0.827209533,0.130089374,0.027805362,0,0.01489573
342,526590.4957,8.745932092,1,27.5,0,0.5479,636.9349786,"AZ",375,1,3581,28,0.365290853,35284786.67,17500,0.339427122,0.247809153,0.278967868,0.096794884,0.037000974,0.081002893,0.140790743,0.468659595,0.30954677,0.521978022,0.34981685,0.034798535,0.0503663,0.043040293
343,404611.3985,7.23462926,1,3.1,0,0.432,1120.258379,"AZ",291,1,1714,36,0.3602402,30026936.07,47184,0.209026777,0.32278481,0.144778481,0.218979552,0.10443038,0.058465286,0.22046285,0.395858709,0.325213155,0.697115385,0.258413462,0.021634615,0.013221154,0.009615385
344,577946.0531,8.231874364,6,2,0,0.8459,1120.75765,"NV",353,1,3371,41,0.163223803,80177603.87,54157.6,0.009754597,0.334423846,0.2260996,0.303586007,0.126135951,0.367146974,0.287608069,0.2870317,0.058213256,0.877332602,0.007958288,0.056531284,0.047749726,0.010428101
345,422395.686,7.719935943,0,24.7,0,0.5064,1780.986283,"CA",606,1,2062,44.5,0,100260013,82294.4,0.000580057,0.23812622,0.240078074,0.331235167,0.189980481,0.237044146,0.320537428,0.358925144,0.083493282,0.894265233,0.004480287,0.008064516,0.066308244,0.02688172
346,610265.6796,7.015840642,2,20.2,0,0.5331,820.6725277,"AZ",560,1,3723,32,0.496007235,30931640.37,20811.2,0.312529902,0.372940156,0.204683435,0.097270619,0.012575889,0.103370787,0.253183521,0.334831461,0.308614232,0.498632946,0.268967874,0.144907724,0.087491456,0
347,384801.0796,8.621137558,0,19.3,0,0.508,1226.94034,"WY",531,0,2067,52,0.023923398,63553875.14,63548,0.020078038,0.237172178,0.290193843,0.267265177,0.185290764,0.264912281,0.328070175,0.326315789,0.080701754,0.940882598,0,0.008326395,0.050791007,0
348,839266.7978,7.984155976,1,10.6,0,0.6321,1039.580025,"AZ",640,0,5082,35,0.535400225,124626276.9,30356.8,0.268851968,0.245920746,0.171620047,0.211334513,0.102272727,0.117352614,0.172413793,0.487764182,0.22246941,0.649537792,0.265633496,0.062533986,0.022294725,0
349,630073.4645,5.938104285,1,11.6,0,0.5504,2089.666033,"CA",258,0,2932,35.5,0.117355514,88211020.35,89255.2,0.030186209,0.185205479,0.215890411,0.36762201,0.20109589,0.213933849,0.356087262,0.289936664,0.140042224,0.939763231,0.049791086,0,0.010445682,0
350,970003.2909,7.616642253,0,27.9,0,0.2707,1946.280675,"KS",738,1,6134,46,0.033926686,293797838.8,64962.4,0.07585416,0.348164855,0.268402707,0.196034296,0.111543982,0.37590501,0.377063423,0.200115841,0.046915725,0.97346765,0.00638479,0,0.02014756,0
351,752185.4184,7.760036697,4,4.9,0,0.6287,1485.346244,"NM",560,1,2777,49,0.076136931,138466965.5,83454.4,0.01607362,0.154711674,0.217065166,0.322566792,0.289582747,0.233796296,0.38117284,0.314814815,0.070216049,0.945814649,0.002615845,0.012705531,0.031390135,0.007473842
352,448092.8772,6.741785694,2,6.8,0,0.5652,778.9918386,"NM",434,0,3570,34,0.145432738,83033440,32323.2,0.14917314,0.433304272,0.277244987,0.07924883,0.061028771,0.023521505,0.375,0.428091398,0.173387097,0.872588157,0.115435795,0.001996008,0.00998004,0
353,370174.2735,8.187405369,4,20.7,0,0.3746,1481.984171,"AZ",553,0,1968,34.5,0.39909191,30611095.81,43250.4,0.413533432,0.222891566,0.193524096,0.073665363,0.096385542,0.083443709,0.096688742,0.439735099,0.38013245,0.632352941,0.258951407,0.047314578,0.034526854,0.02685422
354,670086.8858,10.4807687,6,1.6,0,0.4452,1034.131174,"TX",467,1,3626,33.5,0.236191124,148355200,52864.8,0.014616767,0.215824797,0.130695867,0.372878818,0.265983751,0.194388778,0.301803607,0.423246493,0.080561122,0.645881896,0.215034965,0.060994561,0.030691531,0.047397047
355,737892.958,8.495120092,1,4.8,0,0.5561,1480.850766,"CA",644,1,4478,39.5,0.281497464,142248836.9,53687.2,0.07000949,0.365395725,0.255921433,0.204398367,0.104274986,0.350928641,0.274682307,0.287390029,0.086999022,0.901157184,0.040501446,0.032304725,0.013500482,0.012536162
356,449719.3679,9.543652441,2,9.9,0,0.5548,468.0208537,"AZ",649,0,2151,36.5,0.433798425,32534987.59,28190.4,0.312093813,0.136336336,0.206006006,0.239858138,0.105705706,0.015212982,0.246450304,0.471602434,0.26673428,0.530516432,0.326760563,0.042253521,0.074178404,0.02629108
357,402911.7829,8.012497097,3,3.6,0,0.4648,716.0000969,"NV",627,1,1402,35.5,0.03603311,15209513.39,18143.2,0.178199563,0.337349398,0.343373494,0.080836581,0.060240964,0.294117647,0.414215686,0.291666667,0,0.693627451,0.090686275,0.215686275,0,0
358,374378.6387,7.829517074,1,14.6,0,0.4523,884.0272211,"OK",525,1,1429,43.5,0.033152014,44349980.54,46675.2,0.053185951,0.378787879,0.279857398,0.184781963,0.103386809,0.124384236,0.586206897,0.25862069,0.030788177,0.95030303,0,0.015757576,0.015757576,0.018181818
359,780855.112,7.404718574,6,27.3,0,0.7218,717.0565414,"NV",557,0,5564,32.5,0.362327814,75845447.19,21180.8,0.242075341,0.310583034,0.242884775,0.159416784,0.045040066,0.096417281,0.331928346,0.357744995,0.213909378,0.777245207,0.091574168,0.048435923,0.042381433,0.040363269
360,581396.0662,7.020562082,1,30.4,0,0.187,1023.13527,"AZ",387,0,3061,32.5,0.76936046,38968769.76,24837.6,0.532002589,0.227766798,0.098320158,0.092997411,0.048913043,0.054751416,0.152297042,0.445563247,0.347388295,0.461010605,0.336244541,0.177791641,0.008733624,0.016219588
361,287586.1571,7.440922388,0,5.7,0,0.6431,1159.147627,"NV",671,1,462,54.5,0.08634027,10811714.85,115333.6,0.488007802,0.165591398,0.098924731,0.086185746,0.161290323,0.318181818,0.261363636,0.227272727,0.193181818,0.881443299,0.025773196,0,0.092783505,0
362,1441736.847,6.395023037,2,16.7,1,0.563,1025.780461,"KS",692,0,7034,33.5,0.646444708,250443179.8,66196.8,0.001928618,0.156855707,0.139806174,0.438513593,0.262895908,0.390337423,0.337167689,0.192484663,0.080010225,0.8015286,0.05004931,0.090236686,0.035502959,0.022682446
363,518793.3226,6.418692169,3,0.2,0,0.5712,1372.779413,"AZ",592,0,2522,40,0.115487164,90516872.73,65784,0.101753126,0.368421053,0.269450801,0.160260604,0.100114416,0.259230769,0.237692308,0.423846154,0.079230769,0.931343284,0,0.03880597,0.029850746,0
364,824046.281,7.972118461,2,0.9,0,0.4672,1092.899398,"TX",542,1,4018,34.5,0.437149602,132229031.7,52529.6,0.057934416,0.223410576,0.190136661,0.26678335,0.261734997,0.134663342,0.295095594,0.472568579,0.097672485,0.631274131,0.111196911,0.072972973,0.071042471,0.113513514
365,903400.9604,7.005450566,1,0,1,0.5649,753.6280318,"WY",572,1,5419,21,0.019116876,52053684.95,32485.6,0.061383394,0.427794562,0.228398792,0.226834128,0.055589124,0.649563319,0.198689956,0.115174672,0.036572052,0.540436165,0.002498864,0.265333939,0.167651068,0.024079964
366,572642.9895,6.941069778,0,24,0,0.2888,1059.22338,"TX",484,1,4390,34,0.177199214,128016058.3,64692,0.024595606,0.276422764,0.219512195,0.319342181,0.160127253,0.09,0.3535,0.3865,0.17,0.895591647,0.012064965,0.000464037,0.071925754,0.019953596
367,811451.4154,7.111385154,3,33.9,1,0.6436,1040.306598,"AZ",584,0,3167,52.5,0.147349559,84095648.63,48766.4,0.128878075,0.293779216,0.24811219,0.217759825,0.111470694,0.064663619,0.217504899,0.285434357,0.432397126,0.66354234,0.273755656,0.041370394,0.010342599,0.010989011
368,1450063.785,4.516819064,1,13.1,1,0.2169,3387.780325,"NV",515,1,4568,40.5,0.136808831,303047210.7,152636,0.009286951,0.076462297,0.082804792,0.324715868,0.506730092,0.27482555,0.362855609,0.288244767,0.074074074,0.702301055,0.053691275,0.112176414,0.106903164,0.024928092
369,864528.5318,8.94521877,2,5.5,0,0.3939,3237.892324,"NM",513,1,2600,42,0.182202371,154771895.7,159000,0.007404903,0.043624161,0.09787472,0.330134247,0.520961969,0.112149533,0.309260833,0.558198811,0.020390824,0.731598513,0.087732342,0.031226766,0.124907063,0.024535316
370,411593.8794,9.807239979,2,4.3,0,0.5685,1485.020395,"AZ",444,1,1118,32.5,0.378858775,22340518.02,46384.8,0.315046318,0.173441734,0.200542005,0.21476398,0.096205962,0.081218274,0.240270728,0.570219966,0.108291032,0.551607445,0.360406091,0.065989848,0,0.021996616
371,630892.2953,6.651079296,6,11.1,0,0.5601,749.0791693,"OK",520,0,3930,43,0.044209453,88374258.23,31466.4,0.17541128,0.378207381,0.255184534,0.14058169,0.050615114,0.49026828,0.33350868,0.133613887,0.042609153,0.943123061,0,0.030506722,0.017063082,0.009307135
372,633544.6906,6.511880163,3,28.4,0,0.4273,738.8467005,"NM",498,1,2498,33,0.124988166,44651429.74,35271.2,0.107247344,0.333135392,0.312351544,0.164724153,0.082541568,0.163120567,0.360914106,0.387706856,0.088258471,0.91816758,0.046593579,0.01174628,0.006264683,0.017227878
373,1589713.884,7.01967673,1,24.5,1,0.5211,1271.443611,"TX",802,1,4523,28.5,0.394831283,138107399.1,30264,0.051149403,0.064731398,0.099766433,0.563915662,0.220437104,0.227096273,0.567546584,0.194487578,0.010869565,0.328471196,0.110598227,0.45605613,0.048744461,0.056129985
374,371910.0269,6.56833942,2,0.2,0,0.3351,775.7539751,"AZ",567,1,956,47.5,0.143960804,28160118.1,49555.2,0.017617506,0.225296443,0.250329381,0.31703335,0.18972332,0.137583893,0.214765101,0.567114094,0.080536913,0.843959732,0.115771812,0.040268456,0,0
